Sample_ref,Fec_s_weight,Fecundity_by,FishLength,FishWeight,FultonK,GSI,Ooc_no,OocyteDensity,OvaryWeight,PotentialFecundity,RelativeFecundity,max_dia,mean_dia,min_dia,n_dia,p5_dia,p50_dia,p95_dia,sd_dia,Age,CalendarDay,Campaign,Country,HaulID,Maturity Walsh,Maturity WKMATCH 2012 revised,Notes,SamplingApproach,Ship,StartLatitude,StartLongitude,SurveyPeriod,Fecundity_H,Oocyte_stage_H,Fecundity_W,Sample_letter,Latitude_rounded
X058,26,WMR,39.1,488,0.816374724,5.327868852,654,25153.84615,26,654000,1340.163934,671,439.9688,252,417,288,438,599,94.13345,11,62,PFA sampling,NL,2022033_03,3,Bb,Could already be stage 5. Ovary weigth taken on board,R,74YB,54.63333333,-10.41666667,2,yes,3,yes,X,55
X076,26,WMR,36.8,336,0.674210981,5.357142857,534,20538.46154,18,369692.3077,1100.274725,641,428.5478,254,356,273,415.5,605,101.7307,4,63,PFA sampling,NL,2022033_05,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.4,2,yes,4,yes,X,55
X088,26,WMR,39.7,455,0.727176569,7.692307692,477,18346.15385,35,642115.3846,1411.242604,684,467.9763,251,337,277,462,662,110.7872,5,64,PFA sampling,NL,2022033_06,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.4,2,yes,3,yes,X,55
X094,26,WMR,38.7,348,0.600407832,6.32183908,525,20192.30769,22,444230.7692,1276.525199,726,457.3218,186,261,289,451,677,114.0335,7,64,PFA sampling,NL,2022033_06,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.4,2,yes,4,yes,X,55
X106,26,WMR,40.1,491,0.761462244,6.313645621,571,21961.53846,31,680807.6923,1386.573711,676,457.2434,185,267,275,460,626,110.715,9,64,PFA sampling,NL,2022033_07,3,Bb,Ovary weigth taken on board,R,74YB,54.65,-10.4,2,yes,4,yes,X,55
X112,26,WMR,38.2,371,0.665554801,6.469002695,558,21461.53846,24,515076.9231,1388.347502,723,449.7861,251,388,278,440.5,660,116.82,7,65,PFA sampling,NL,2022033_08,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.36666667,3,yes,3,yes,X,55
X118,26,WMR,38.5,416,0.728972495,6.009615385,692,26615.38462,25,665384.6154,1599.482249,665,425.0343,250,495,277,424,602,97.86513,9,65,PFA sampling,NL,2022033_08,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.36666667,3,yes,3,yes,X,55
X124,26,WMR,39.2,437,0.725476311,8.466819222,403,15500,37,573500,1312.356979,767,520.387,185,230,267,514,723,136.928,8,65,PFA sampling,NL,2022033_10,3,Bb,Ovary weigth taken on board,R,74YB,54.36666667,-10.58333333,3,yes,4,yes,X,54
X136,26,WMR,36.2,345,0.727266166,6.086956522,517,19884.61538,21,417576.9231,1210.367893,659,453.1521,253,355,289,456,620,102.4586,7,67,PFA sampling,NL,2022033_13,3,Bb,Ovary weigth taken on board,R,74YB,54.31666667,-10.65,3,yes,4,yes,X,54
X142,26,WMR,36.5,349,0.717706424,7.736389685,471,18115.38462,27,489115.3846,1401.476747,763,471.4152,252,330,272,467.5,695,124.2437,5,67,PFA sampling,NL,2022033_13,3,Bb,Ovary weigth taken on board,R,74YB,54.31666667,-10.65,3,yes,3,yes,X,54
X148,26,WMR,35.6,334,0.740280778,6.886227545,430,16538.46154,23,380384.6154,1138.876094,759,496.6523,253,325,294,486,696,124.91,5,68,PFA sampling,NL,2022033_14,3,Bb,Ovary weigth taken on board,R,74YB,54.35,-10.66666667,3,yes,3,yes,X,54
X166,26,WMR,36.3,319,0.666915495,7.210031348,494,19000,23,437000,1369.905956,773,471.7282,255,298,281,454,689,136.8356,4,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,yes,4,yes,X,54
X172,26,WMR,35.6,328,0.726982321,7.012195122,463,17807.69231,23,409576.9231,1248.710131,724,482.0159,250,315,288,473,681,121.2814,3,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,yes,3,yes,X,54
X178,26,WMR,38.3,407,0.72443277,8.108108108,353,13576.92308,33,448038.4615,1100.831601,914,493.9597,255,273,286,468,726,143.32,4,68,PFA sampling,NL,2022033_16,3,Bb,Ovary weigth taken on board,R,74YB,54.15,-10.75,3,yes,3,yes,X,54
X202,26,WMR,38.3,432,0.768931097,8.333333333,356,13692.30769,36,492923.0769,1141.025641,841,514.5043,250,234,274,501,759,153.0806,11,70,PFA sampling,NL,2022033_18,3,Bb,Ovary weigth taken on board,R,74YB,53.78333333,-11.01666667,3,yes,3,yes,X,54
X208,26,WMR,39.4,460,0.752088878,15.65217391,286,11000,72,792000,1721.73913,887,557.4346,252,191,327,534,801,160.6825,9,70,PFA sampling,NL,2022033_19,3,Bb,Ovary weigth taken on board,R,74YB,54.01666667,-11,3,yes,4,yes,X,54
X238,26,WMR,36.4,403,0.835604741,10.66997519,380,14615.38462,43,628461.5385,1559.457912,773,479.6364,250,264,274,460.5,715,149.0512,6,70,PFA sampling,NL,2022033_21,3,Bb,Ovary weigth taken on board,R,74YB,53.75,-11.05,3,yes,4,yes,X,54
X262,26,WMR,39.5,405,0.657148826,7.901234568,382,14692.30769,32,470153.8462,1160.873694,813,523.1744,253,258,304,517,734,135.1363,9,71,PFA sampling,NL,2022033_24,3,Bb,Ovary weigth taken on board,R,74YB,53.7,-11.2,3,yes,3,yes,X,54
X268,26,WMR,36.4,361,0.748519383,7.202216066,397,15269.23077,26,397000,1099.722992,796,503.359,250,273,280,476,759,148.8057,6,71,PFA sampling,NL,2022033_24,3,Bb,Ovary weigth taken on board,R,74YB,53.7,-11.2,3,yes,3,yes,X,54
X274,26,WMR,36.2,367,0.773642559,10.08174387,402,15461.53846,37,572076.9231,1558.792706,761,519.2723,257,224,317,520,702,117.984,6,72,PFA sampling,NL,2022033_25,3,Bb,Ovary weigth taken on board,R,74YB,54.1,-10.73333333,3,yes,4,yes,X,54
X286,26,WMR,35.1,334,0.772369503,7.185628743,389,14961.53846,24,359076.9231,1075.080608,718,458.7344,250,305,275,444,681,135.0671,6,72,PFA sampling,NL,2022033_25,3,Bb,Ovary weigth taken on board,R,74YB,54.1,-10.73333333,3,yes,4,yes,X,54
X292,26,WMR,38.8,392,0.671105642,9.183673469,371,14269.23077,36,513692.3077,1310.43956,855,481.2787,252,244,293,429.5,795,161.245,7,72,PFA sampling,NL,2022033_26,3,Bb,Ovary weigth taken on board,R,74YB,53.91666667,-10.9,3,yes,4,yes,X,54
X298,26,WMR,39.9,441,0.694256417,5.89569161,501,19269.23077,26,501000,1136.054422,814,486.8042,251,337,278,487,681,135.3499,6,72,PFA sampling,NL,2022033_27,3,Bb,Ovary weigth taken on board,R,74YB,53.76666667,-10.95,3,yes,3,yes,X,54
X304,26,WMR,37.4,402,0.76844227,9.950248756,306,11769.23077,40,470769.2308,1171.067738,829,580.7041,185,169,318,589,800,154.26,8,72,PFA sampling,NL,2022033_28,3,Bb,Ovary weigth taken on board,R,74YB,53.73333333,-10.98333333,3,yes,4,yes,X,54
X316,26,WMR,35.6,306,0.678221312,7.189542484,432,16615.38462,22,365538.4615,1194.570136,714,450.9612,253,335,270,440,662,121.8824,4,73,PFA sampling,NL,2022033_29,3,Bb,Ovary weigth taken on board,R,74YB,53.63333333,-11.05,3,yes,4,yes,X,54
X322,26,WMR,36.8,373,0.748454452,8.310991957,378,14538.46154,31,450692.3077,1208.290369,760,491.3477,250,302,281,485,730,139.918,5,73,PFA sampling,NL,2022033_29,3,Bb,Ovary weigth taken on board,R,74YB,53.63333333,-11.05,3,yes,3,yes,X,54
X328,26,WMR,35.3,285,0.647919042,6.666666667,394,15153.84615,19,287923.0769,1010.25641,784,506.793,251,285,292,497,729,144.561,4,73,PFA sampling,NL,2022033_30,3,Bb,Ovary weigth taken on board,R,74YB,53.68333333,-11.03333333,3,yes,3,yes,X,54
X334,26,WMR,39.2,408,0.677332574,8.578431373,415,15961.53846,35,558653.8462,1369.249623,823,525.6479,289,213,339,491,782,136.1614,8,74,PFA sampling,NL,2022033_31,3,Bb,Ovary weigth taken on board,R,74YB,53.6,-11.03333333,3,yes,4,yes,X,54
X502,26,WMR,39.1,459,0.767860652,6.97167756,457,17576.92308,32,562461.5385,1225.406402,799,482.3378,251,296,272,468,705,135.2245,10,75,PFA sampling,NL,2022033_34,3,Bb,Ovary weigth taken on board,R,74YB,53.66666667,-11.06666667,3,yes,3,yes,X,54
X508,26,WMR,39.1,438,0.732729773,5.936073059,756,29076.92308,26,756000,1726.027397,607,416.0075,251,535,276,422,544,81.28864,6,75,PFA sampling,NL,2022033_35,3,Bb,Ovary weigth taken on board,R,74YB,53.75,-10.93333333,3,yes,3,yes,X,54
A002,26,MSS,40,437,0.6828125,4.576659039,714,27461.53846,20,549230.7692,1256.820982,620,445.9029,185,381,343,445,569,71.02671,,73,45CE_2022,IE,3,3,,,R,45CE,52.2513,-11.35,3,yes,3,yes,A,52
A014,26,MSS,32,240,0.732421875,7.458333333,406,15615.38462,17.9,279515.3846,1164.647436,725,473.1875,262,288,331,473,649,101.1598,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,3,yes,A,51
A020,26,MSS,38,393,0.716212276,6.870229008,635,24423.07692,27,659423.0769,1677.921315,694,445.4367,185,387,294,439,618,96.93849,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,3,yes,A,51
A026,26,MSS,33,263,0.731836269,9.163498099,368,14153.84615,24.1,341107.6923,1296.987423,885,529.9019,253,214,289,509,764,169.9106,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,4,no,A,51
A032,26,MSS,37,374,0.738357057,6.657754011,515,19807.69231,24.9,493211.5385,1318.747429,802,477.9472,254,303,307,453,725,132.9213,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,3,yes,A,51
A038,26,MSS,37,384,0.758099224,8.125,1028,39538.46154,31.2,1233600,3212.5,780,468.5186,251,590,302,437,722,132.1511,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,3,yes,A,51
A044,26,MSS,37,383,0.756125007,7.911227154,473,18192.30769,30.3,551226.9231,1439.234786,733,490.9538,262,303,316,488,674,112.66,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,3,yes,A,51
A050,26,MSS,35,306,0.713702624,7.941176471,785,30192.30769,24.3,733673.0769,2397.624434,745,457.3505,256,291,304,438,653,102.0099,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,4,yes,A,51
C056,26,MSS,39.5,397,0.644168108,8.488664987,502,19307.69231,33.7,650669.2308,1638.965317,829,470.2724,252,268,266,395,777,182.4882,10,105,0222H,GB-SCT,AE22002,3,,,,746A,58.1323,-8.5055,4,yes,4,yes,C,58
C140,26,MSS,38.5,405.2,0.710047247,6.737413623,702,27000,27.3,737100,1819.101678,837,457.9759,250,332,288,447.5,698,124.8712,,111,0222H,GB-SCT,AE22006,3,,,,746A,59.5114,-5.1075,4,yes,4,yes,C,60
C182,26,MSS,37,342.4,0.675971808,3.59228972,720,27692.30769,12.3,340615.3846,994.7879224,870,401.3549,253,324,293,400.5,478,84.37463,,112,0222H,GB-SCT,AE22007,5,,,,746A,60.1299,-4.1096,4,yes,4,yes,C,60
C200,26,MSS,34.6,305.2,0.736811224,6.22542595,835,32115.38462,19,610192.3077,1999.319488,668,442.5437,255,423,287,447,585,94.17093,6,114,0222H,GB-SCT,AE22008,4,,,,746A,60.449,-2.4386,4,yes,3,yes,C,60
C230,26,MSS,38.5,447.4,0.7839959,3.419758605,1269,48807.69231,15.3,746757.6923,1669.105258,556,400.2786,185,542,279,402.5,522,74.30413,8,114,0222H,GB-SCT,AE22009,3,,,,746A,61.0227,-1.5015,4,yes,3,yes,C,61
C242,26,MSS,39.6,455.2,0.733021471,6.085237258,727,27961.53846,27.7,774534.6154,1701.525956,721,461.6269,258,394,310,458.5,625,93.14439,14,114,0222H,GB-SCT,AE22009,3,,sample A not usable,,746A,61.0227,-1.5015,4,yes,3,yes,C,61
E002,26,MSS,40,477.4043681,0.745944325,2.119063141,602,23153.84615,10.1165,234235.8846,490.6446197,758,368.6099,252,323,278,357,521,84.35552,16,166,2022841-Makrell eggtokt 2022,NO,37304,3,Bb,FishWeight corrected (weight/2.084) ,R,68BQ-Brennholm,61.257,-12.8495,6,no,2,yes,E,61
E026,26,MSS,35,350.7362745,0.818043789,3.345219999,694,26692.30769,11.7329,313178.1769,892.9164152,774,396.133,250,406,271,375.5,643,107.0024,3,166,2022841-Makrell eggtokt 2022,NO,37304,5,Cb,FishWeight corrected (weight/2.084) ,R,68BQ-Brennholm,61.257,-12.8495,6,no,4,yes,E,61
G110,26,MSS,34.2,306,0.764967718,5.130718954,544,20923.07692,15.7,328492.3077,1073.504274,762,438.2103,252,271,276,411,705,128.657,5,105,WH455,DE,206,5,3b,Genetics,R,Walther Herwig III,52.2,-11.34,4,yes,4,yes,G,52
G140,26,MSS,37.3,403,0.776566319,5.359801489,792,30461.53846,21.6,657969.2308,1632.677992,723,407.0974,254,462,268,387.5,643,110.7582,9,105,WH455,DE,206,4,3a,,R,Walther Herwig III,52.2,-11.34,4,yes,4,yes,G,52
G152,26,MSS,38.2,409,0.733724835,3.716381418,1054,40538.46154,15.2,616184.6154,1506.563852,790,385.7029,250,451,283,382,533,79.69626,10,105,WH455,DE,206,4,3a,,R,Walther Herwig III,52.2,-11.34,4,yes,4,yes,G,52
M146,26,MSS,38.9,439,0.745788558,9.544419134,419,16115.38462,41.9,675234.6154,1538.119853,801,524.2511,258,231,295,487,760,156.779,,100,Pelacus0322,ES,Pelacus0322-0010,5,Cb,,R,29MO,43.35,-8.74,4,yes,4,yes,M,43
O014,52,MSS,29.4,172,0.676840684,3.406976744,1000,19230.76923,5.86,112692.3077,655.1878354,497,394.7603,255,363,311,400,461,46.56713,,28,29VE_2022,PT,3,,,,R,29VE,36.915,-7.196666667,2,yes,3,yes,O,37
O044,52,MSS,28.3,199,0.877998492,4.567839196,999,19211.53846,9.09,174632.8846,877.552184,537,383.8625,251,480,284,386,470.5,55.62492,,47,29VE_2022,PT,23,,,,R,29VE,42.695,-9.376666667,2,yes,3,yes,O,43
X008,26,MSS,39.4,520,0.850187427,3.480769231,815,31346.15385,18.1,567365.3846,1091.087278,535,393.9869,253,457,286,396,503,66.83693,7,33,PFA sampling,NL,2022032_5,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,59.33333333,-6.2,2,yes,3,yes,X,59
X014,26,MSS,37.6,420,0.79010672,4.619047619,732,28153.84615,19.4,546184.6154,1300.43956,610,421.8564,258,397,279,416,573,90.25109,9,37,PFA sampling,NL,2022032_9,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,59.21666667,-6.45,2,yes,4,yes,X,59
X020,26,MSS,38.6,440,0.765051661,5.477272727,694,26692.30769,24.1,643284.6154,1462.01049,645,441.7531,251,324,291,428,618,99.96703,9,41,PFA sampling,NL,2022032_12,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,58.36666667,-8.166666667,2,yes,4,yes,X,58
X044,26,MSS,36.9,360,0.716511891,4.305555556,618,23769.23077,15.5,368423.0769,1023.397436,628,438.2853,253,361,294,445,583,86.43799,8,45,PFA sampling,NL,2022032_20,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,57.06666667,-9.183333333,2,yes,4,yes,X,57
X050,26,MSS,38.8,460,0.787521927,3.869565217,883,33961.53846,17.8,604515.3846,1314.16388,679,388.8831,185,539,270,375,546,89.28458,7,45,PFA sampling,NL,2022032_21,3,Bb,"Ovary weight taken on board, in the lab more precise weight after freezing and pipette sample was already taken from the fresh ovary",R,74YB,57.03333333,-9.166666667,2,yes,4,yes,X,57
X056,26,MSS,42.4,562,0.737290683,5.693950178,762,29307.69231,32,937846.1538,1668.765398,647,410.8758,251,443,283,408,553,82.48274,8,62,PFA sampling,NL,2022033_03,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.41666667,2,yes,4,yes,X,55
X062,26,MSS,37.7,410,0.765173298,10.48780488,297,11423.07692,43,491192.3077,1198.030019,765,525.5639,261,227,297,508,747,148.8434,7,62,PFA sampling,NL,2022033_03,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.41666667,2,yes,4,yes,X,55
X068,26,MSS,38.5,415,0.727220157,5.542168675,728,28000,23,644000,1551.807229,643,422.4411,250,399,287,419,575,86.34016,7,63,PFA sampling,NL,2022033_04,3,Bb,Ovary weigth taken on board,R,74YB,54.65,-10.36666667,2,yes,3,yes,X,55
X080,26,MSS,37.5,362,0.686459259,7.182320442,552,21230.76923,26,552000,1524.861878,728,442.7171,185,350,218,430,692,147.779,6,63,PFA sampling,NL,2022033_05,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.4,2,yes,4,yes,X,55
X086,26,MSS,34,275,0.699674333,5.818181818,610,23461.53846,16,375384.6154,1365.034965,688,455.7152,251,309,285,445,640,115.0438,6,63,PFA sampling,NL,2022033_05,3,Bb,Ovary weigth taken on board,R,74YB,54.63333333,-10.4,2,yes,4,yes,X,55
X104,26,MSS,39.5,474,0.769107515,5.696202532,791,30423.07692,27,821423.0769,1732.960078,604,435.006,254,331,287,438,561,87.34227,9,64,PFA sampling,NL,2022033_07,3,Bb,Ovary weigth taken on board,R,74YB,54.65,-10.4,2,yes,4,yes,X,55
X110,26,MSS,38.1,428,0.773871481,5.841121495,873,33576.92308,25,839423.0769,1961.268871,681,403.2484,250,459,268,386,618,101.1731,8,65,PFA sampling,NL,2022033_08,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.36666667,3,yes,4,yes,X,55
X116,26,MSS,36.3,302,0.631374544,5.298013245,664,25538.46154,16,408615.3846,1353.031075,651,430.4195,250,348,285,427,596,97.10654,7,65,PFA sampling,NL,2022033_08,3,Bb,Ovary weigth taken on board,R,74YB,54.66666667,-10.36666667,3,yes,4,yes,X,55
X122,26,MSS,34.8,286,0.678622573,6.993006993,536,20615.38462,20,412307.6923,1441.635288,686,470.014,254,285,293,469,647,112.8973,4,65,PFA sampling,NL,2022033_10,3,Bb,Ovary weigth taken on board,R,74YB,54.36666667,-10.58333333,3,yes,3,yes,X,54
X128,26,MSS,39,445,0.750181224,6.741573034,514,19769.23077,30,593076.9231,1332.757131,721,466.8199,252,322,289,453,673,120.5136,7,66,PFA sampling,NL,2022033_11,3,Bb,Ovary weigth taken on board,R,74YB,54.5,-10.56666667,3,yes,3,yes,X,55
X140,26,MSS,40.3,459,0.70128984,8.061002179,644,24769.23077,37,916461.5385,1996.648232,660,430.6894,250,425,269,433,586,97.92283,10,67,PFA sampling,NL,2022033_13,3,Bb,Ovary weigth taken on board,R,74YB,54.31666667,-10.65,3,yes,4,yes,X,54
X146,26,MSS,34.5,319,0.776843252,5.329153605,699,26884.61538,17,457038.4615,1432.72245,572,427.3537,252,410,286,433,541,78.18375,5,68,PFA sampling,NL,2022033_14,3,Bb,Ovary weigth taken on board,R,74YB,54.35,-10.66666667,3,yes,4,yes,X,54
X152,26,MSS,37.9,358,0.657605439,7.262569832,495,19038.46154,26,495000,1382.681564,721,466.9385,277,309,312,441,665,111.0079,6,68,PFA sampling,NL,2022033_14,3,Bb,Ovary weigth taken on board,R,74YB,54.35,-10.66666667,3,yes,3,yes,X,54
X158,26,MSS,39.8,446,0.707433534,6.053811659,688,26461.53846,27,714461.5385,1601.931701,671,438.1115,251,323,279,438,620,106.2341,7,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,yes,3,yes,X,54
X170,26,MSS,40,492,0.76875,9.756097561,485,18653.84615,48,895384.6154,1819.88743,782,484.5369,256,298,293,454,722,139.9444,9,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,no,4,yes,X,54
X176,26,MSS,37.9,411,0.754960434,5.109489051,811,31192.30769,21,655038.4615,1593.767546,637,431.7821,250,390,292,439,548,79.21343,8,68,PFA sampling,NL,2022033_15,3,Bb,Ovary weigth taken on board,R,74YB,54.03333333,-10.83333333,3,yes,4,yes,X,54
X182,26,MSS,34.5,294,0.71596212,6.802721088,443,17038.46154,20,340769.2308,1159.079016,683,475.8146,262,329,315,465,649,100.0905,4,68,PFA sampling,NL,2022033_16,3,Bb,Ovary weigth taken on board,R,74YB,54.15,-10.75,3,yes,3,yes,X,54
X188,26,MSS,38.2,381,0.683494284,7.349081365,502,19307.69231,28,540615.3846,1418.938017,724,463.8865,235,282,297,449.5,664,116.7114,6,68,PFA sampling,NL,2022033_16,3,Bb,Ovary weigth taken on board,R,74YB,54.15,-10.75,3,yes,3,yes,X,54
X212,26,MSS,39.6,435,0.700492838,8.505747126,439,16884.61538,37,624730.7692,1436.162688,790,494.4889,254,270,284,479.5,724,148.6404,9,70,PFA sampling,NL,2022033_19,3,Bb,Ovary weigth taken on board,R,74YB,54.01666667,-11,3,yes,3,yes,X,54
X218,26,MSS,38.6,434,0.754619139,10.59907834,374,14384.61538,46,661692.3077,1524.636654,765,486.4816,257,245,277,468,724,146.0236,10,70,PFA sampling,NL,2022033_19,3,Bb,Ovary weigth taken on board,R,74YB,54.01666667,-11,3,yes,3,yes,X,54
X224,26,MSS,35,328,0.765014577,7.926829268,421,16192.30769,26,421000,1283.536585,775,496.7391,265,276,320,475,701,129.0595,3,70,PFA sampling,NL,2022033_20,3,Bb,Ovary weigth taken on board,R,74YB,53.81666667,-11,3,yes,4,yes,X,54
X230,26,MSS,39.3,416,0.685355148,6.730769231,535,20576.92308,28,576153.8462,1384.985207,717,492.9202,253,263,300,494,654,104.2869,9,70,PFA sampling,NL,2022033_20,3,Bb,Ovary weigth taken on board,R,74YB,53.81666667,-11,3,yes,4,yes,X,54
X236,26,MSS,38.5,465,0.814837044,8.387096774,622,23923.07692,39,933000,2006.451613,626,466.0601,257,316,307,468,599,82.76192,9,70,PFA sampling,NL,2022033_20,3,Bb,Ovary weigth taken on board,R,74YB,53.81666667,-11,3,yes,4,yes,X,54
X242,26,MSS,36.5,313,0.64367367,10.54313099,367,14115.38462,33,465807.6923,1488.20349,769,503.0772,278,246,303,496,715,142.6595,5,70,PFA sampling,NL,2022033_21,3,Bb,Ovary weigth taken on board,R,74YB,53.75,-11.05,3,yes,3,yes,X,54
X248,26,MSS,38.8,427,0.731025789,7.494145199,471,18115.38462,32,579692.3077,1357.593226,699,460.7401,185,304,285,459.5,635,111.1631,7,70,PFA sampling,NL,2022033_21,3,Bb,Ovary weigth taken on board,R,74YB,53.75,-11.05,3,yes,3,yes,X,54
X254,26,MSS,34.7,299,0.715620485,9.364548495,414,15923.07692,28,445846.1538,1491.12426,733,507.728,253,239,283,521,690,136.4923,4,71,PFA sampling,NL,2022033_22,3,Bb,Ovary weigth taken on board,R,74YB,53.88333333,-10.86666667,3,yes,3,yes,X,54
X272,26,MSS,40.3,455,0.695178382,4.395604396,743,28576.92308,20,571538.4615,1256.128487,612,394.2069,253,435,277,386,536,80.40777,8,72,PFA sampling,NL,2022033_25,3,Bb,Ovary weigth taken on board,R,74YB,54.1,-10.73333333,3,yes,3,yes,X,54
X278,26,MSS,34.7,279,0.667752894,6.810035842,590,22692.30769,19,431153.8462,1545.354287,638,473.7668,255,283,317,468,611,91.75555,5,72,PFA sampling,NL,2022033_25,3,Bb,Ovary weigth taken on board,R,74YB,54.1,-10.73333333,3,yes,3,yes,X,54
X284,26,MSS,37.6,334,0.628322963,9.580838323,480,18461.53846,32,590769.2308,1768.770152,732,547.8131,259,198,305,582,686,119.8563,6,72,PFA sampling,NL,2022033_25,3,Bb,Ovary weigth taken on board,R,74YB,54.1,-10.73333333,3,yes,4,yes,X,54
X296,26,MSS,39,398,0.6709486,6.030150754,633,24346.15385,24,584307.6923,1468.10978,668,454.7564,264,349,288,461,607,96.06138,8,72,PFA sampling,NL,2022033_26,3,Bb,Ovary weigth taken on board,R,74YB,53.91666667,-10.9,3,yes,4,yes,X,54
X302,26,MSS,38.6,393,0.683330234,6.615776081,586,22538.46154,26,586000,1491.094148,697,462.4843,260,254,306,445,646,99.99355,9,72,PFA sampling,NL,2022033_27,3,Bb,Ovary weigth taken on board,R,74YB,53.76666667,-10.95,3,yes,3,yes,X,54
X308,26,MSS,38.3,414,0.736892301,7.487922705,580,22307.69231,31,691538.4615,1670.382757,845,453.9356,260,326,291,440.5,702,118.8964,7,72,PFA sampling,NL,2022033_28,3,Bb,Ovary weigth taken on board,R,74YB,53.73333333,-10.98333333,3,yes,4,yes,X,54
X314,26,MSS,40.3,490,0.748653642,5.510204082,847,32576.92308,27,879576.9231,1795.054945,611,448.1191,253,319,315,457,553,68.08613,9,73,PFA sampling,NL,2022033_29,3,Bb,Ovary weigth taken on board,R,74YB,53.63333333,-11.05,3,yes,4,yes,X,54
X320,26,MSS,40.1,462,0.716487895,6.277056277,616,23692.30769,29,687076.9231,1487.179487,699,476.8907,185,247,277,475,660,107.4722,11,73,PFA sampling,NL,2022033_29,3,Bb,Ovary weigth taken on board,R,74YB,53.63333333,-11.05,3,yes,4,yes,X,54
X326,26,MSS,39.5,446,0.723675003,5.829596413,822,31615.38462,26,822000,1843.049327,733,431.9347,185,352,273,433.5,586,104.6801,10,73,PFA sampling,NL,2022033_30,3,Bb,Ovary weigth taken on board,R,74YB,53.68333333,-11.03333333,3,yes,4,yes,X,54
X332,26,MSS,36.5,351,0.721819355,10.82621083,359,13807.69231,38,524692.3077,1494.849879,735,492.126,253,262,286,480.5,701,136.2987,5,74,PFA sampling,NL,2022033_31,3,Bb,Ovary weigth taken on board,R,74YB,53.6,-11.03333333,3,yes,4,yes,X,54
X338,26,MSS,37.8,364,0.673947372,7.967032967,526,20230.76923,29,586692.3077,1611.792054,760,491.1212,293,231,314,474,715,125.9715,10,74,PFA sampling,NL,2022033_31,3,Bb,Ovary weigth taken on board,R,74YB,53.6,-11.03333333,3,yes,3,yes,X,54
X506,26,MSS,37.5,382,0.724385185,8.115183246,607,23346.15385,31,723730.7692,1894.583166,713,470.8418,251,316,287,470,667,113.7056,5,75,PFA sampling,NL,2022033_34,3,Bb,Ovary weigth taken on board,R,74YB,53.66666667,-11.06666667,3,yes,4,yes,X,54
X512,26,MSS,39.9,493,0.776118851,5.476673428,640,24615.38462,27,664615.3846,1348.104228,666,403.4637,251,427,269,398,567,91.48894,13,75,PFA sampling,NL,2022033_35,3,Bb,Ovary weigth taken on board,R,74YB,53.75,-10.93333333,3,yes,3,yes,X,54
X518,26,MSS,38,401,0.730791661,8.229426434,431,16576.92308,33,547038.4615,1364.18569,730,477.5547,254,274,286,475.5,672,126.0282,7,75,PFA sampling,NL,2022033_36,3,Bb,Ovary weigth taken on board,R,74YB,53.68333333,-11.08333333,3,yes,3,yes,X,54
A005,26,AZTI,32,239,0.729370117,3.09623431,916,35230.76923,7.4,260707.6923,1090.827164,553,369.1421,176,556,219,367,486,78.50697,,73,45CE_2022,IE,3,3,,,R,45CE,52.2513,-11.35,3,yes,3,yes,A,52
A029,26,AZTI,36,347,0.743741427,7.809798271,349,13423.07692,27.1,363765.3846,1048.315229,815,413.4511,175,348,192,387,712,171.444,,75,45CE_2022,IE,4,3,,,R,45CE,51.2518,-10.3959,3,yes,4,yes,A,51
